active,date_times,default_id,id,pic_url,price,title,url
True,2017-04-09T07:15:31.306895+00:00,,1288,https://n3.sdlcdn.com/imgs/a/j/0/large/Titan-Karishma-9314YM02-Men-s-SDL102223038-1-d16a6.jpg,1779,Titan Karishma ND9314YM02A Men's Watches,https://www.snapdeal.com/product/titan-9314ym02-cream-dial-watch/985136806
True,2017-04-09T07:15:31.329741+00:00,,1289,https://n3.sdlcdn.com/imgs/a/1/u/large/Titan-1663WL01-Men-Watch-SDL228866781-1-4d2b5.jpg,13011,Titan 1663WL01 Men Watch,https://www.snapdeal.com/product/titan-1663wl01-men-watch/619291528336
True,2017-04-09T07:15:31.351644+00:00,,1290,https://n3.sdlcdn.com/imgs/a/s/k/large/Titan-1654bm01-Men-s-Watch-SDL240857748-1-620d7.jpg,8368,Titan 1654bm01 Men's Watch,https://www.snapdeal.com/product/titan-1654bm01-mens-watch/1926335729
True,2017-04-09T07:15:31.373846+00:00,,1291,https://n3.sdlcdn.com/imgs/a/t/b/large/Titan-Orion-Men-s-Watches-SDL706141619-1-dbacb.jpg,7794,Titan Orion Men's Watches,https://www.snapdeal.com/product/titan-9234nl01-chronograph-watch/900450422
True,2017-04-09T07:15:31.396133+00:00,,1292,https://n3.sdlcdn.com/imgs/a/1/u/large/Titan-1663KL02-Men-Watch-SDL258208756-1-e34d6.jpg,12500,Titan 1663KL02 Men Watch,https://www.snapdeal.com/product/titan-1663kl02-men-watch/625771648092
True,2017-04-09T07:15:31.418102+00:00,,1293,https://n3.sdlcdn.com/imgs/b/h/w/large/Titan-1580ym05-Men-Watch-SDL209592271-1-13a52.jpg,2240,Titan 1580ym05 Men Watch,https://www.snapdeal.com/product/titan-1580ym05-men-watch/626173499779
True,2017-04-09T07:15:31.440758+00:00,,1294,https://n3.sdlcdn.com/imgs/a/k/l/large/Titan-9280YM01-Men-Watch-SDL121094265-1-8d0a2.jpg,4795,Titan 9280YM01 Men Watch,https://www.snapdeal.com/product/titan-9280ym01-men-watch/46410513
True,2017-04-09T07:15:31.462499+00:00,,1295,https://n3.sdlcdn.com/imgs/a/j/0/large/Titan-Regalia-9327BM02-Men-s-SDL158991216-1-92a80.jpg,4615,Titan Regalia NC9327BM02 Men's Watches,https://www.snapdeal.com/product/titan-black-rectangular-dial-watch/1406763
True,2017-04-09T07:15:31.485063+00:00,,1296,https://n3.sdlcdn.com/imgs/b/j/0/large/Titan-1697sl01-Men-Watch-SDL139471778-1-1e850.jpg,2509,Titan 1697sl01 Men Watch,https://www.snapdeal.com/product/titan-1697sl01-men-watch/620365143518
True,2017-04-09T07:15:31.507142+00:00,,1297,https://n3.sdlcdn.com/imgs/a/1/u/large/Titan-90008KP01J-Men-Watch-SDL295668048-1-d4308.jpg,7809,Titan 90008KP01J Men Watch,https://www.snapdeal.com/product/titan-90008kp01j-men-watch/644740725124
True,2017-04-09T07:15:31.529333+00:00,,1298,https://n3.sdlcdn.com/imgs/a/p/6/large/Titan-1584ym02-Men-Watch-SDL694249953-1-f8e2e.jpg,3259,Titan 1584ym02 Men Watch,https://www.snapdeal.com/product/titan-1584ym02-men-watch/552931707
True,2017-04-09T07:15:31.551605+00:00,,1299,https://n3.sdlcdn.com/imgs/a/j/0/large/Titan-Karishma-9152YM01-Men-s-SDL846338830-1-27478.jpg,2100,Titan Karishma Men's Watches,https://www.snapdeal.com/product/titan-9152ym01-analog-men-watch/1103160848
True,2017-04-09T07:15:31.573938+00:00,,1300,https://n3.sdlcdn.com/imgs/e/k/s/large/Titan-Octane-Men-s-Watches-1176089-1-1e1da.jpg,4639,Titan Octane Men's Watches,https://www.snapdeal.com/product/titan-executive-chronograph-watch/125924
True,2017-04-09T13:00:47.649532+00:00,,1301,https://n1.sdlcdn.com/imgs/a/9/f/large/Samsung-J7-16GB-Espresso-Brown-SDL850022092-1-821a1.jpg,10990,"Samsung Galaxy J7 (16GB, Gold)",https://www.snapdeal.com/product/samsung-j7-16gb-espresso-brown/661359071561
True,2017-04-09T13:00:47.693622+00:00,,1302,https://n1.sdlcdn.com/imgs/e/v/f/large/Puma-Slyde-IDP-Navy-Casual-SDL387390710-1-4c14e.jpeg,1951,Puma Slyde IDP  Navy Casual Shoes,https://www.snapdeal.com/product/puma-navy-casual-shoes/650580555021
True,2017-04-09T13:00:47.715685+00:00,,1303,https://n1.sdlcdn.com/imgs/d/7/3/large/Karbonn-K9-Smart-8GB-Grey-SDL490700054-1-05562.jpg,5077,Karbonn K9 Smart 4G VoLTE (8GB),https://www.snapdeal.com/product/karbonn-k9-smart-8gb-black/664602088894
True,2017-04-09T13:00:47.738139+00:00,,1304,https://n1.sdlcdn.com/imgs/c/h/9/large/BlackjeansEPS1_26082016-4e09c.jpg,385,Urbano Fashion Black Slim Jeans,https://www.snapdeal.com/product/urbano-fashion-blue-slim-fit/669187938877
True,2017-04-09T13:00:47.760342+00:00,,1305,https://n1.sdlcdn.com/imgs/c/0/l/large/Samsung_Galaxy_J7_Prime_32GB_SDL433276308_1_8845e-6956e.jpg,15900,Samsung Galaxy J7 Prime 16GB,https://www.snapdeal.com/product/samsung-galaxy-j7-prime-32gb/666856681483
True,2017-04-09T13:00:47.782769+00:00,,1306,https://n1.sdlcdn.com/imgs/e/p/p/large/Reach-Mobile-Cognet-Colors-8GB-SDL324700563-1-8a67c.jpg,2349,Reach Mobile Cogent Colors 8GB,https://www.snapdeal.com/product/reach-mobile-cognet-colors-8gb/658946689824
True,2017-04-09T13:00:47.804856+00:00,,1307,https://n1.sdlcdn.com/imgs/c/j/x/large/Sukkhi-Golden-Necklace-Set-Combo-SDL342641061-1-412e7.jpg,499,Sukkhi Golden Necklace Set Combo,https://www.snapdeal.com/product/sukkhi-golden-necklace-set-combo/625320315181
True,2017-04-09T13:00:47.827445+00:00,,1308,https://n1.sdlcdn.com/imgs/c/r/5/large/HP-V236W-MM-USB0016GB-236W-SDL902651033-1-e10ee.jpg,500,HP V236W 16GB Metallic Pendrive (Silver),https://www.snapdeal.com/product/hp-v236w-mmusb0016gb236w-16gb-usb/624933489750
True,2017-04-09T13:00:47.849322+00:00,,1309,https://n1.sdlcdn.com/imgs/e/u/y/large/Asus-Zenfone-3s-Max-ZC521TL-SDL864097268-1-8a4c5.jpg,14899,Asus Zenfone 3s Max ZC521TL (32GB),https://www.snapdeal.com/product/asus-zenfone-3s-max-zc521tl/673222150383
True,2017-04-09T13:00:47.871481+00:00,,1310,https://n1.sdlcdn.com/imgs/e/h/7/large/Lenovo-K6-Note-32GB-Gold-SDL029086331-1-b7755.jpg,15324,"K6 Note (32GB, 4GB)",https://www.snapdeal.com/product/lenovo-k6-note-32gb-silver/642230327946
True,2017-04-09T13:00:47.893891+00:00,,1311,https://n1.sdlcdn.com/imgs/c/5/3/large/Syska-ECONOMY-100-10000-mAh-SDL292301780-1-70dca.jpg,849,Syska ECONOMY 100 10000 mAh Li-Ion Power Bank,https://www.snapdeal.com/product/syska-economy-100-10000-mah/639336246892
True,2017-04-09T13:00:47.916043+00:00,,1312,https://n1.sdlcdn.com/imgs/e/n/5/large/Coolpad-Note-3S-32GB-White-SDL745870354-1-295bb.png,9939,Coolpad Note 3S (32GB),https://www.snapdeal.com/product/coolpad-note-3s-16gb-gold/657099848051
True,2017-04-09T13:00:47.938629+00:00,,1313,https://n1.sdlcdn.com/imgs/b/y/4/large/Vivo-Y51L-16GB-Black-SDL516972393-1-d56c6.jpg,9889,Vivo Y51L ( 16GB Black ),https://www.snapdeal.com/product/vivo-y51l-16gb-black-/644192371329
True,2017-04-09T13:00:47.960739+00:00,,1314,https://n1.sdlcdn.com/imgs/c/2/5/large/Whisper-Ultra-Sanitary-Pads-Xtra-SDL011773913-1-192f5.jpg,1021,Whisper Ultra Clean XL Wings Sanitary Pads 30 Pcs - Pack of 4,https://www.snapdeal.com/product/whisper-ultra-sanitary-pads-xtra/648496883394
True,2017-04-09T13:00:47.982727+00:00,,1315,https://n1.sdlcdn.com/imgs/b/z/q/large/Ambrane-P-1122-10000mAh-Power-SDL780599988-1-2a08a.jpg,750,Ambrane P-1122 10000 mAh Li-Ion Power Bank,https://www.snapdeal.com/product/ambrane-p1122-10000mah-power-bank/661595274716
True,2017-04-09T13:00:48.004989+00:00,,1316,https://n1.sdlcdn.com/imgs/d/w/7/large/Lexar-16-GB-UHS-Class-SDL536962026-1-a8374.jpg,449,Lexar 16 GB Class 10  High Performance Memory Card with Adapter,https://www.snapdeal.com/product/lexar-16-gb-uhs-class/619553898969
True,2017-04-09T13:00:48.027763+00:00,,1317,https://n1.sdlcdn.com/imgs/c/c/8/large/Karbonn-Karbonn-Quattro-L55-HD-SDL600471186-1-5265a.png,6999,Karbonn Quattro L55 HD 16GB Blue With Free VR Box,https://www.snapdeal.com/product/karbonn-karbonn-quattro-l55-hd/647701620105
True,2017-04-09T13:00:48.049775+00:00,,1318,https://n1.sdlcdn.com/imgs/e/q/m/large/SDL676424045-fd184.jpg,2699,F&D W12 Waterproof Bluetooth Speaker - Black,https://www.snapdeal.com/product/fd-w12-bluetooth-speaker-black/651150448952
True,2017-04-09T13:00:48.071655+00:00,,1319,https://n1.sdlcdn.com/imgs/c/k/y/large/Gionee-s6s-mocha-gold-32GB-SDL014748014-1-db05b.jpg,14850,"Gionee S6S (32GB, mocha gold)",https://www.snapdeal.com/product/gionee-s6s-mocha-gold-32gb/681226318970
True,2017-04-09T13:00:48.093821+00:00,,1320,https://n1.sdlcdn.com/imgs/e/v/f/large/Puma-Aron-Ind-Black-Running-SDL264685123-1-8f514.jpeg,1988,Puma Aron Ind. Black Running Shoes,https://www.snapdeal.com/product/puma-black-running-shoes/656021098933
True,2017-04-09T13:00:48.116268+00:00,,1321,https://n4.sdlcdn.com/imgs/d/a/l/large/Lenovo-A6600-Plus-16GB-Black-SDL362118935-1-12705.jpg,7189,Lenovo A6600 Plus (16GB),https://www.snapdeal.com/product/lenovo-a6600-plus-16gb-white/635175148567
True,2017-04-09T13:00:48.138801+00:00,,1322,https://n4.sdlcdn.com/imgs/b/6/d/large/SDL711648782_11-811fe.jpg,9090,Samsung Galaxy J2 2016 edition (8GB),https://www.snapdeal.com/product/samsung-galaxy-j2-2016-8gb/673855289906
True,2017-04-09T13:00:48.160840+00:00,,1323,https://n4.sdlcdn.com/imgs/d/g/1/large/Nokia-216-4GB-and-Below-SDL937703785-1-752df.jpg,2539,Nokia 216 4GB and Below Black,https://www.snapdeal.com/product/nokia-216-4gb-and-below/683554739739
True,2017-04-09T13:00:48.182596+00:00,,1324,https://n4.sdlcdn.com/imgs/b/8/0/large/Fabstone-Collection-Grey-Round-T-SDL872027573-1-3051b.jpg,399,Fabstone Collection Grey Round T-Shirt,https://www.snapdeal.com/product/fabstone-collection-grey-round-tshirt/669520255367
True,2017-04-09T13:00:48.204710+00:00,,1325,https://n4.sdlcdn.com/imgs/c/2/9/large/Apple-iPhone-7-32GB-Black-SDL820775791-1-93e75.jpg,53990,Apple iPhone 7 (32GB),https://www.snapdeal.com/product/apple-iphone-7-32gb-gold/626098478748
True,2017-04-09T13:00:48.227123+00:00,,1326,https://n4.sdlcdn.com/imgs/e/v/e/large/Puma-Harbour-Fashion-Dp-Peacoat-SDL141781234-1-f6cbd.jpeg,2241,Puma Harbour Fashion Dp Peacoat Navy Running Shoes,https://www.snapdeal.com/product/puma-navy-running-shoes/643919987991
True,2017-04-09T13:00:48.249456+00:00,,1327,https://n4.sdlcdn.com/imgs/b/4/4/large/Rigo-Multi-Round-T-Shirt-SDL995665996-1-2714d.jpg,419,Rigo Multi Round T Shirt,https://www.snapdeal.com/product/rigo-multi-round-t-shirt/664175705267
True,2017-04-09T13:00:48.271657+00:00,,1328,https://n4.sdlcdn.com/imgs/e/v/e/large/Puma-Reid-XT-IDP-Blue-SDL237552957-1-847ce.jpeg,2388,Puma Reid XT IDP Blue Running Shoes,https://www.snapdeal.com/product/puma-blue-running-shoes/635168763807
True,2017-04-09T13:00:48.338263+00:00,,1329,https://n4.sdlcdn.com/imgs/e/d/b/large/Coolpad-Note-3S-32GB-Gold-SDL708880002-1-0424e.jpg,10998,"Coolpad Note 3S (32GB, Gold)",https://www.snapdeal.com/product/coolpad-note-3s-32gb-gold/643802717809
True,2017-04-09T13:00:48.360558+00:00,,1330,https://n4.sdlcdn.com/imgs/f/d/z/large/LYF-f1s-32-MB-Golden-SDL004048196-1-67b0e.jpeg,8999,LYF water f1s 32GB,https://www.snapdeal.com/product/lyf-f1s-32-mb-golden/642847424984
True,2017-04-09T13:00:48.383032+00:00,,1331,https://n4.sdlcdn.com/imgs/f/a/i/large/Rudra-Fashion-Multicoloured-Lycra-Saree-SDL960257339-1-d0f03.jpg,1399,Rudra Fashion Multicoloured Lycra Saree,https://www.snapdeal.com/product/rudra-fashion-multicoloured-lycra-saree/670978948904
True,2017-04-09T13:00:48.405008+00:00,,1332,https://n4.sdlcdn.com/imgs/c/n/r/large/F-D-W7-Bluetooth-Speaker-SDL027127703-2-87912.jpg,2002,F&D W7 Bluetooth Speaker - Grey,https://www.snapdeal.com/product/fd-w7-bluetooth-speaker-grey/661274381223
True,2017-04-09T13:00:48.427879+00:00,,1333,https://n4.sdlcdn.com/imgs/a/x/h/large/Samsung-32-GB-UHS-I-SDL814022973-1-89177.jpg,889,Samsung Evo Plus 32 GB Micro SDHC Class 10 80MB/s (with SD Adapter),https://www.snapdeal.com/product/samsung-32-gb-uhsi-80mbs/646895413430
True,2017-04-09T13:00:48.449534+00:00,,1334,https://n4.sdlcdn.com/imgs/b/z/f/large/Unique-For-Men-Black-Formal-SDL390570212-1-547f0.jpg,200,Unique For Men Black Formal Slim Fit Shirt,https://www.snapdeal.com/product/unique-for-men-black-formal/618716757623
True,2017-04-09T13:00:48.471685+00:00,,1335,https://n4.sdlcdn.com/imgs/a/j/s/large/Samsung-Guru-E1200-White--1211830-1-2c5cf.jpg,1200,Samsung Guru E1200 (White),https://www.snapdeal.com/product/samsung-guru-e1200-white/148732
True,2017-04-09T13:00:48.494010+00:00,,1336,https://n4.sdlcdn.com/imgs/d/f/j/large/Orient-MGKK50B3-300-W-2-SDL841501836-1-fb9dd.jpg,1699,Orient 500 Watt 3 Jar Mixer Grinder,https://www.snapdeal.com/product/orient-mgkk50b3-300-w-2/651255124779
True,2017-04-09T13:00:48.516048+00:00,,1337,https://n4.sdlcdn.com/imgs/e/k/c/large/MicromaxSDL503556483ba546_476f6-5cbe6.jpg,7999,Micromax Canvas 5 E481 (16GB),https://www.snapdeal.com/product/micromax-canvas-5-e481-16gb/674540281036
True,2017-04-09T13:00:48.538359+00:00,,1338,https://n4.sdlcdn.com/imgs/b/2/m/large/Skullcandy-S2DUL-J319-In-Ear-SDL394320402-1-ce109.jpg,899,Skullcandy JIB In-Ear W/Pill Mic S2DUL-J319 Hot Lime,https://www.snapdeal.com/product/skullcandy-s2dulj319-in-ear-wired/618667268231
True,2017-04-09T13:00:48.605468+00:00,,1339,https://n4.sdlcdn.com/imgs/d/8/r/large/Pampers-Pants-Diapers-Medium-Size-SDL699678176-1-4df8b.jpg,800,Pampers Pants Diapers Medium Size 80 pc Pack,https://www.snapdeal.com/product/pampers-pants-diapers-medium-size/678758768474
True,2017-04-09T13:00:48.628138+00:00,,1340,https://n4.sdlcdn.com/imgs/f/d/k/large/Untitled_1-5197c.jpg,11990,Samsung 192 Ltr 2 Star RR19M2712VJ Single Door Refrigerator - Royal Tendril Violet,https://www.snapdeal.com/product/samsung-192-ltr-2-star/628933908878
True,2017-04-09T13:00:48.649835+00:00,,1341,https://n2.sdlcdn.com/imgs/e/v/d/large/Puma-Superior-Dp-Blue-Running-SDL559742732-1-79578.jpeg,2017,Puma Superior Dp Blue Casual Shoes,https://www.snapdeal.com/product/puma-blue-running-shoes/629337472790
True,2017-04-09T13:00:48.672125+00:00,,1342,https://n2.sdlcdn.com/imgs/c/a/2/large/Sareeshop-Designer-Sarees-Navy-Chiffon-SDL171929505-1-082df.jpg,691,SareeShop Designer SareeS Navy Chiffon Saree,https://www.snapdeal.com/product/sareeshop-designer-sarees-navy-chiffon/669434243320
